x,y,mag,time
-722.2929655,126.3438065,7.9,0
-403.41215,-82.41264139,6.5,2384
-779.4221235,122.784826,6.3,3475
-362.6530761,-196.856107,7,4164
-359.6109189,436.6424158,6.7,5670
-527.7340147,433.4170897,6.3,7794
-570.5586151,359.0121544,6.4,11913
-424.5939008,-142.5816549,6.4,14671
-774.0574503,112.2191028,6.5,14689
-370.8403489,324.6457493,6.4,15191
-323.8290643,495.5880297,6.3,15655
-332.9906743,292.5037069,5.6,16571
-768.7297748,188.7371828,5.5,16621
-804.2433156,164.2691921,5.6,16962
-1099.82033,194.8541804,5.5,17559
-1035.038245,344.7762325,5.5,18239
-563.5239407,88.30720278,6.2,18346
-443.3915867,-175.0573516,6.1,19626
-540.0819708,42.81898372,5.5,21192
-388.4416489,-185.8455111,5.9,21725
-380.4471995,2.780453488,6.7,22251
-374.5072644,-8.675014883,6.3,22251
-344.3854525,-199.5253423,6.3,22364
-849.0263209,235.4488014,5.5,22602
-610.3230435,504.2630446,5.9,22698
-998.3324777,491.4729586,6.2,24624
-1004.521885,491.6953948,5.8,24624
-1000.666018,493.9197576,6,24625
-999.685105,492.2514855,5.6,24638
-1002.447585,490.1383409,5.5,24663
-854.9057019,161.043866,4,24757
-1001.084238,507.5995888,3.8,24758
-817.4776596,190.0718004,5.1,24759
-1011.071904,480.1287083,5,24772
-822.6224738,175.391006,4.3,24843
-988.9077359,512.7156232,4.1,24847
-838.9460523,177.3929325,4.8,24937
-830.1996459,182.7314032,4.3,24937
-831.2420223,189.0708372,4.6,24942
-977.1323965,280.2697116,4,25015
-1004.161615,491.6953948,4.9,25018
-1008.115753,484.688652,4.9,25022
-801.9777144,179.3948591,5.4,25040
-817.3565481,173.7227339,5,25040
-836.5293985,151.0342335,4.1,25041
-758.1224938,204.1965042,3.9,25046
-323.1243902,351.1156665,5.2,25068
-1012.779394,487.2466693,5,25086
-796.5801451,87.19502139,4.9,25093
-961.3136872,298.8431409,5.2,25093
-641.0915548,518.8326209,4.6,25109
-614.9760493,-61.94850371,4.7,25163
-1096.685632,277.1556037,4.2,25193
-935.9807826,342.9967423,4.9,25248
-324.9153558,453.6587911,4.7,25291
-555.7823743,-95.87003627,4.9,25296
-349.8138024,439.200433,5,25323
-664.6179464,515.2736404,4.6,25335
-629.1559032,455.6607176,4.8,25411
-781.3943545,150.0332702,4.8,25428
-1058.84641,395.2692679,6.2,25470
-1053.065062,403.4994102,5,25470
-1051.639171,393.8234321,5,25470
-1049.160422,412.0632069,5,25470
-553.9037236,104.2113967,5.3,25492
-569.653305,106.2133232,6.8,25492
-564.2366006,50.04816279,6,25492
-564.4640396,68.06550139,4.8,25492
-560.4295099,101.6533795,4.7,25492
-552.7017245,78.18635209,3.8,25492
-551.7259674,70.17864604,5,25492
-541.0822525,122.5623898,4.1,25492
-1042.379998,409.3939716,4.8,25493
-556.6055477,111.3293577,4.8,25493
-560.7982998,69.62255534,4.6,25493
-565.8715096,44.37603767,4.7,25495
-541.6326803,107.2142865,5,25500
-552.8134104,58.83439581,4.9,25500
-564.327061,90.75400185,4.8,25500
-563.6863544,135.3524758,4.5,25500
-568.0721566,42.15167488,4.9,25502
-565.2929954,101.9870339,4.6,25504
-1036.869673,496.9226474,4.9,25505
-559.4899666,121.7838628,5.1,25506
-567.1293765,72.62544511,4.7,25515
-538.1675331,78.96487906,4.9,25542
-912.7112917,441.9808865,4.8,25555
-569.5011585,41.9292386,4.7,25564
-1043.924335,382.4791818,5,25570
-567.3134305,9.564759999,4.5,25572
-1014.941673,486.4681423,4.8,25586
-412.4483184,464.0020781,4.8,25591
-413.4910266,480.3511446,6.3,25591
-404.0715487,487.1354511,5.9,25591
-410.9872681,464.3357325,4.8,25591
-402.5281145,481.463326,5,25592
-432.3127787,488.2476325,4.8,25592
-391.7651331,496.3665567,5.1,25593
-422.2299737,493.6973213,4.8,25597
-411.1385969,494.0309758,5,25598
-409.8760763,492.1402674,3.7,25599
-1056.07866,151.0342335,4.1,25600
-562.782174,98.2056172,4.8,25601
-1053.104294,403.9442827,4.5,25603
-558.4953625,51.4939986,4.8,25604
-336.3355337,407.0583907,5.5,25612
-428.7971326,484.5774339,4.7,25621
-419.2847964,485.5783972,5.8,25628
-436.1191219,487.80276,4.8,25628
-415.5789778,485.8008334,4.5,25628
-414.4116208,493.3636669,4.3,25628
-339.8558992,417.4016776,4.8,25630
-550.6526423,117.2239191,4.9,25634
-553.9509902,115.2219925,4.9,25656
-425.9902494,445.3174307,4.7,25671
-556.4911278,46.7116186,5.3,25673
-552.274193,92.8671465,4.4,25673
-562.0473867,69.17768278,4.7,25675
-451.0641378,479.2389632,4.2,25677
-566.4890773,117.3351372,5.5,25683
-578.1203428,39.81609395,3.9,25699
-917.6149884,459.4421344,3.9,25700
-483.0801178,-98.53927162,4,25708
-366.1660806,363.7945344,4.8,25712
-755.7319506,97.76074464,4.6,25732
-523.4243464,80.1882786,4.3,25735
-568.3408717,52.60617999,5.1,25735
-953.447521,337.8807079,4.3,25763
-853.2428664,133.7954218,4.9,25776
-794.5696104,155.8166135,5.2,25776
-536.560635,59.50170465,5.2,25782
-790.5286443,170.0525353,5.4,25812
-783.8284768,168.7179177,5.4,25817
-776.6522413,147.3640349,5,25817
-772.0565957,173.7227339,4.7,25817
-795.2943726,149.1435251,5.1,25818
-435.0915683,470.2302939,4.7,25822
-434.2096399,466.1152227,4.9,25825
-422.6631127,480.9072353,4.7,25825
-797.5136152,150.5893609,5.4,25845
-775.3068765,169.1627902,5,25846
-790.7365097,165.1589372,4.7,25847
-444.2589041,476.4585097,4.9,25855
-785.5134455,175.6134423,4.8,25865
-717.0491233,-20.01926511,5,25874
-334.4850036,420.1821311,4.8,25893
-953.2604751,150.5893609,4.5,25894
-850.511477,117.5575735,3.7,25902
-1001.095249,473.45562,4.9,25920
-747.4743197,136.4646572,4.5,25939
-786.812871,182.6201851,3.7,25941
-792.9704269,152.4800693,4,25945
-551.2439595,31.91960604,4.5,25965
-823.8875156,136.7983116,4.3,25981
-585.3058786,87.19502139,4.8,26026
-425.1897158,477.1258186,4.8,26033
-435.5179136,465.2254776,3.6,26033
-440.1365712,470.4527302,4.6,26033
-453.8127399,460.776752,4.5,26034
-457.673365,477.0146004,4.5,26035
-452.3698068,471.3424753,4.8,26036
-438.6027436,466.7825316,3.8,26051
-473.5993633,358.5672818,4.6,26052
-548.2800413,60.72510418,5.4,26090
-300.0990001,-187.1801288,5,26111
-581.6908908,30.14011581,5,26111
-645.21132,500.7040641,5.2,26113
-541.9238386,45.48821907,4.7,26115
-1090.490987,368.1320418,4.6,26118
-813.5432735,148.8098707,4.6,26225
-590.0644861,4.337507441,4.7,26232
-1041.936942,233.0020023,5.2,26249
-575.0734477,31.8083879,5.4,26254
-595.0099359,9.008669301,4.7,26254
-296.4362434,356.0092646,5.1,26254
-347.6591,350.6707939,4.5,26255
-557.2985023,134.1290763,5,26290
-979.5034044,198.1907246,4.7,26303
-957.1685433,6.561870232,4.7,26307
-561.3361419,58.16708697,4.3,26308
-303.5946834,407.2808269,3.8,26308
-493.2302312,-109.1049949,4.8,26314
-790.3816842,183.3987121,4.8,26377
-730.1354328,377.5855837,4.7,26460
-569.5472739,137.5768386,4.8,26496
-782.2901618,210.9808107,4.7,26558
-735.0566819,148.6986525,5.1,26559
-490.3152277,-103.9889605,4.7,26576
-584.735957,46.37796418,4.5,26584
-874.898413,20.13048325,4,26619
-783.7979616,220.9904432,4.9,26623
-591.5848745,490.0271227,4.7,26642
-578.9213704,150.0332702,4.2,26658
-550.9167114,126.0101521,4.5,26670
-1050.095281,396.93754,5,26686
-1017.935702,215.5407544,5,26696
-368.8542185,330.7627469,4.6,26721
-749.9166394,90.08669301,5,26734
-350.4210611,330.8739651,4.5,26735
-774.1131383,223.7708967,4.7,26840
-1099.89654,154.3707777,4.9,26891
-1046.620407,269.5927702,4.7,26997
-642.511276,498.2572651,4.6,26997
-457.5036409,-113.8873749,4.3,26998
-1023.040815,478.7940906,4.4,27010
-555.0890258,62.05972185,4.3,27020
-536.2557095,65.2850479,4.4,27065
-403.4533217,-163.6018832,5.9,27074
-753.3060233,227.7747497,4.8,27081
-338.0550074,382.8128362,4.7,27096
-770.441766,178.8387684,4.6,27096
-295.4509372,400.4965204,4.5,27097
-871.3796317,366.686206,4.4,27117
-935.5347892,326.5364576,4.5,27117
-557.254007,484.4662158,4.4,27175
-430.0855229,467.3386223,4.2,27271
-806.7519781,183.6211484,4.8,27290
-579.4783244,-96.98221766,5,27296
-805.1768406,182.3977488,4.8,27306
-1119.641234,138.3553656,4,27339
-985.660223,142.3592186,4.7,27388
-1051.113514,182.508967,4.2,27388
-793.7443784,172.944207,4.7,27421
-800.3168825,168.9403539,5,27421
-751.49529,6.89552465,4.2,27449
-625.3722188,464.4469507,5,27523
-827.8874062,157.1512311,5.2,27535
-828.9992576,148.3649981,5.2,27535
-391.6318535,-166.9384274,4.5,27551
-561.2822008,106.5469777,4.7,27565
-930.0217495,350.3371395,4.2,27578
-672.6379247,403.8330646,5.1,27581
-663.7707115,409.3939716,4.6,27581
-683.0984367,442.0921046,4.1,27581
-592.7251896,407.3920451,4.5,27691
-1061.314772,407.6144814,4.6,27696
-1100.982911,399.1619028,4.7,27714
-1071.307966,-12.23399535,5.1,27727
-370.6775126,-188.4035284,4.9,27730
-575.2356208,39.03756697,5.6,27813
-583.341846,22.68850046,5,27829
-506.0499835,-106.6581958,4.4,27835
-905.3891876,289.1671628,4.9,27839
-795.1200571,137.3544023,4.5,27858
-624.1254524,-26.35869907,4.6,27887
-842.5917074,196.6336707,4.8,27894
-506.197495,342.5518697,4.8,27908
-985.0991447,466.337659,6.2,27920
-992.7671005,510.3800423,4.3,27920
-975.9088529,470.2302939,4.6,27920
-972.2629024,473.0107474,4.8,27920
-964.4292146,472.0097841,4.8,27921
-650.132164,369.9115321,4.5,27923
-955.8714767,471.0088209,4.4,27923
-966.7635866,477.9043455,4.6,27924
-986.7726538,455.3270632,5.1,27926
-966.056067,-88.86329348,4.6,27933
-835.5131129,193.5195628,4.5,27935
-981.2023522,464.0020781,4.9,27978
-812.5537116,205.5311218,4.6,27978
-980.8366059,463.2235511,4.7,27979
-998.276965,467.2274041,4.6,28004
-842.6619981,169.9413172,4.5,28013
-339.5475653,245.5696521,4.7,28080
-971.211738,454.5485362,5.4,28083
-806.9044476,123.563353,4.8,28157
-994.9314019,442.9818497,4.5,28165
-436.7335142,500.8152823,4.7,28209
-714.1581539,-87.30623953,4.2,28227
-450.1294138,474.5678013,4.5,28239
-985.1076109,465.4479139,4.8,28254
-782.7537711,168.161827,4.3,28277
-515.6147852,-130.5700958,4.5,28319
-299.4078134,343.3303967,4.3,28333
-530.3267215,-4.55994372,4.6,28378
-450.5784243,-136.4646572,4.8,28393
-594.2520845,470.4527302,4.9,28451
-557.1291743,123.7857893,5.3,28453
-436.6627479,337.4358353,5,28546
-1126.053622,65.95235674,4.6,28589
-879.6308957,376.8070567,4.3,28616
-965.2192964,486.245706,4.7,28618
-837.824467,224.77186,4.6,28680
-471.7322679,54.60810651,4.2,28768
-1049.982262,354.2297744,5.3,28778
-381.3496952,-181.6192218,5,28810
-447.3367391,302.0684669,5.2,28834
-542.2271504,-167.9393907,5.1,28843
-445.2028963,352.2278479,4.8,28862
-584.1723172,-111.2181395,4.5,28884
-1110.128365,-1.445835814,5,28892
-800.8583891,161.1550842,4.8,28904
-1040.783131,370.0227502,4.9,28916
-882.3636804,487.4691055,4.7,28971
-939.9452528,374.9163483,4.5,28988
-1045.820804,-126.5662428,4.5,29040
-429.596804,-199.7477786,4.2,29058
-502.9663654,-112.4415391,4.5,29091
-636.3426971,-24.02311814,4.7,29110
-1099.710976,164.3804102,4.6,29115
-1108.341542,140.6909465,4.5,29122
-992.5040924,347.0005953,4.6,29123
-579.002365,528.9534716,4.8,29131
-278.0919039,-152.4800693,4.4,29172
-927.1573195,303.736739,4.8,29182
-708.8191162,-27.5820986,4.8,29196
-1048.983068,168.4954814,4.7,29239
-1060.027001,-68.28793767,5,29268
-500.6603698,-188.1810921,3.9,29291
-970.9963554,492.6963581,4.7,29301
-900.7267187,265.5889172,4.7,29348
-1047.230361,434.8629255,4.2,29381
-1073.25576,184.3996753,4.2,29448
-982.0655517,484.688652,4.6,29471
-786.4607112,125.0091888,4.9,29489
-509.5619684,-77.74147953,4.2,29578
-728.4759348,38.92634883,4.7,29603
-993.6334975,382.1455274,3.9,29606
-765.3589344,69.84499162,5.5,29607
-617.6518998,520.1672386,4.5,29619
-526.0405971,411.1734618,4.4,29622
-398.0653273,325.20184,6,29678
-436.7978525,352.0054116,4.3,29678
-409.5859073,332.3198009,4.5,29678
-402.7636794,328.9832567,4.8,29678
-619.6287939,-50.15938093,5.5,29688
-445.6964697,292.0588344,4.6,29691
-397.7789288,342.5518697,4.7,29699
-810.6727489,184.6221116,4.6,29702
-385.3461774,346.4445046,4.8,29710
-388.4211168,351.6717572,4.8,29710
-1042.038013,482.9091618,4.8,29727
-591.2622096,510.8249148,4.9,29729
-556.2623208,129.2354781,4.8,29745
-381.6720545,340.1050707,4.6,29866
-815.0502197,371.5798041,4.4,29889
-303.0301688,344.5537962,4.5,29895
-332.2326213,473.2331837,4.8,29948
-348.919066,445.8735214,4.9,29955
-386.7691093,332.0973646,4.7,29964
-501.1882848,-105.1011418,4.7,30013
-507.8574582,-114.5546837,4.9,30013
-1026.750038,204.1965042,4.5,30049
-614.0596408,-39.59365767,4.7,30055
-349.0858861,-176.94806,4,30060
-408.3975288,24.80164511,4.7,30089
-422.2992927,342.9967423,4.6,30097
-586.2187069,471.7873479,4.7,30121
-345.1922013,296.1739056,4.9,30126
-760.379739,46.93405488,4.7,30135
-1070.451915,403.3881921,4.4,30198
-735.1412042,69.62255534,4.3,30216
-869.6090842,368.0208237,4.6,30241
-362.8350251,360.2355539,4.3,30257
-343.0978372,472.3434386,4.8,30295
-945.5272125,69.95620976,4,30314
-452.5179524,348.5576493,4.5,30324
-387.8310478,-182.1753125,4.8,30357
-505.5558218,-94.09054604,4.8,30382
-445.5032652,344.1089237,4.2,30428
-556.3046495,11.67790465,4.4,30430
-774.2318243,467.894713,4.7,30447
-441.801238,121.7838628,4.7,30488
-416.3130433,137.4656205,4.4,30491
-343.1186762,357.121446,4.8,30530
-1062.974845,525.7281455,4.8,30559
-1069.126627,274.5975865,4.7,30563
-623.9938289,-98.87292604,4.2,30582
-557.2888794,-56.94368744,3.7,30614
-353.4197599,455.6607176,4.5,30639
-615.4166135,481.5745441,4.6,30653
-358.7068186,459.10848,4.8,30663
-335.8502253,496.7002111,3.8,30671
-358.8784834,490.4719953,4,30672
-1056.613167,246.9042697,4.2,30684
-294.4844568,484.688652,4.1,30688
-357.1736936,231.8898209,4.7,30704
-841.4137301,201.638487,3.9,30717
-835.6016097,191.4064181,4.8,30717
-344.0401153,466.6713134,4.5,30781
-337.6968397,476.680946,5.3,30963
-720.9521608,318.6399697,4.6,30990
-363.3919729,-175.1685697,4.6,30992
-425.7062897,346.5557228,4.7,31015
-545.6833054,26.24748093,3.9,31045
-960.7864199,454.7709725,5.4,31047
-313.3190148,212.871519,4,31083
-391.7073829,362.5711348,4.3,31169
-887.5396259,455.5494995,4,31172
-966.1707975,450.9895558,4.8,31172
-454.739299,-195.6327074,5.1,31216
-565.9901776,-44.93212837,4.4,31228
-306.7561727,499.814319,4.4,31233
-281.6863158,-90.97643813,4.5,31253
-815.5577912,212.871519,4.7,31268
-669.1593633,8.118924185,4.7,31299
-516.7140153,-129.4579144,4.9,31304
-860.0100757,372.0246767,4.2,31306
-978.088882,475.0126739,4.6,31307
-544.4413286,462.6674604,4.1,31309
-816.6151347,203.6404135,5.3,31311
-903.5533215,314.858553,3.9,31327
-1099.444808,55.83150604,4.5,31330
-667.083551,3.558980465,4.9,31337
-986.4768744,280.8258023,5.2,31345
-739.5847353,528.3973809,3.7,31355
-498.8733057,-98.53927162,4.1,31360
-1134.41842,131.0149684,4.4,31360
-497.5405769,355.3419558,4.6,31373
-504.8336687,-76.74051627,3.2,31380
-319.4786212,486.4681423,4.1,31382
-1084.277676,344.1089237,4.5,31392
-438.1233543,314.1912442,4.5,31399
-460.0271781,-157.9297581,4.6,31429
-429.2004908,489.2485958,3.3,31433
-926.8835232,417.8465502,3.8,31454
-417.3164611,17.12759349,4.6,31455
-417.222136,19.46317442,4.5,31455
-321.6884157,465.3366958,4.3,31468
-731.7133157,89.64182046,4.6,31491
-558.411267,-71.06839116,4.2,31545
-452.9503263,-96.75978139,4.2,31549
-496.9229915,-103.9889605,4.5,31605
-547.1295759,-80.07706046,6.8,31609
-552.1920002,-83.74725906,4.8,31609
-532.0714464,-61.72606744,4.3,31610
-540.9163935,-66.84210185,4.5,31610
-555.4803716,-78.96487906,4.9,31610
-546.4616533,-72.62544511,4.2,31610
-544.6622149,-80.41071488,4,31611
-570.6637146,-118.5585367,4.2,31617
-307.7402985,489.6934683,4.2,31635
-444.2066383,334.8778181,4.5,31663
-975.045606,277.2668218,4.3,31688
-902.6497221,446.5408302,5.5,31706
-760.2092187,86.97258511,4.5,31708
-530.7021347,302.9582121,4.3,31718
-1086.761845,349.4473944,4.1,31719
-747.946985,126.4550246,4.6,31726
-993.6021213,518.8326209,3.7,31743
-571.0844089,-106.5469777,4,31744
-353.9289038,458.7748255,4.7,31747
-1071.253757,206.7545214,4.5,31752
-542.5265815,-92.97836464,4.8,31756
-280.5588137,5.004816279,4.8,31766
-1071.215408,259.3607014,5,31766
-1075.450375,500.1479734,4.9,31769
-1041.088045,474.9014558,3.7,31769
-1129.677254,229.7766763,5.1,31771
-1093.068153,484.3549976,4.4,31772
-353.4517953,73.40397209,3.6,31773
-346.7498038,466.6713134,5.7,31778
-352.4867434,463.2235511,4,31778
-320.6465109,479.1277451,3.7,31782
-1111.248511,288.9447265,4.2,31790
-596.7912265,-59.16805023,4.5,31795
-1017.373721,501.2601548,4.3,31818
-540.1415782,-152.9249418,4.8,31846
-854.3444971,352.4502842,4.2,31853
-868.6410698,435.9751069,4.4,31858
-890.6981875,412.7305158,4.4,31858
-808.9012178,488.6925051,3.9,31858
-311.103968,405.723773,4.6,31861
-306.4089944,404.7228097,5,31861
-310.4784155,324.423313,3.5,31861
-884.3612552,454.7709725,4.9,31881
-850.3864528,456.3280265,4.7,31881
-814.1207009,478.0155637,4,31881
-985.0686051,322.1989502,4.1,31881
-612.2033769,-3.002889767,3.9,31885
-281.8975559,417.8465502,4.2,31885
-573.6490162,-63.28312139,4,31904
-401.1404174,355.7868283,4.7,31916
-345.6567608,308.519119,3.9,31917
-413.3591086,336.1012176,4.6,31918
-389.8915327,353.6736837,4.9,31919
-388.3882231,356.7877916,4.5,31919
-413.835769,350.0034851,4,31921
-290.8937973,357.7887548,4.6,31927
-328.1964822,484.688652,4.6,31928
-400.5060509,351.4493209,5.2,31929
-766.1434227,104.1001786,4.6,31932
-390.3025012,350.4483576,4.8,31933
-475.8753346,301.5123762,4.4,31942
-369.9416183,456.3280265,4.4,31942
-951.1757065,517.6092213,4.5,31969
-260.3341396,406.6135181,4.3,31974
-419.2776368,342.9967423,4.6,31993
-394.012917,370.5788409,4.2,32025
-351.5253313,473.7892744,4.8,32041
-362.8806661,326.4252395,4.7,32060
-398.8288869,-36.81320418,4.8,32060
-412.4716007,327.2037665,3.9,32063
-340.0154937,337.1021809,4.5,32089
-1111.829792,225.4391688,5,32096
-618.8648995,461.8889334,5.2,32146
-559.4373809,478.4604362,3.8,32146
-812.384837,421.6279669,3.5,32146
-832.7015394,430.6366362,4.6,32146
-365.9142307,337.8807079,4.5,32164
-541.899315,489.3598139,4.4,32164
-550.2701424,457.551426,4.6,32176
-1089.03232,231.8898209,4.8,32207
-694.3098156,529.287126,4.3,32212
-551.2196893,452.4353916,5.1,32213
-606.7565651,459.2196981,5,32214
-261.7326951,33.47666,4.5,32246
-528.8683034,-60.61388604,4,32276
-429.4973875,-157.3736674,4.4,32279
-814.0973463,202.6394502,5,32306
-364.0544913,69.17768278,4.5,32316
-606.8856462,526.5066725,4.8,32350
-396.4679478,-93.64567348,4.4,32366
-478.3999005,-98.7617079,4.1,32501
-1033.818327,528.7310353,4.1,32502
-955.0500069,340.9948158,4.5,32518
-841.4553161,110.4396125,4.4,32546
-786.3803697,115.3332107,3.9,32596
-400.7226287,20.24170139,4.8,32625
-413.5149679,24.57920883,4.5,32626
-746.7508034,258.24852,4.5,32645
-320.1847428,469.4517669,4.2,32658
-401.3894331,470.7863846,4.2,32658
-911.1729527,296.9524325,4.5,32688
-355.1823892,454.5485362,4.6,32708
-461.6088503,-118.002446,4.9,32755
-346.7472488,462.1113697,5.5,32776
-265.3035878,-43.93116511,4.2,32813
-796.923231,118.3361005,4.9,32861
-929.5568642,482.5755074,4.3,32867
-287.9163818,-201.1936144,4.8,32885
-294.863947,-200.85996,4.7,32885
-1028.413327,442.425759,4.5,32894
-338.8654518,457.8850804,3.9,32899
-658.6757074,467.3386223,3.7,32902
-345.7612623,464.2245144,3.9,32910
-762.6317939,300.6226311,4.6,32946
-285.3850779,-170.3861898,4.7,32993
-285.8819263,-182.1753125,4.1,32997
-751.040962,261.2514097,4.1,33007
-631.2977746,-31.8083879,4.2,33026
-624.2846226,450.3222469,4.6,33055
-990.029234,498.8133558,3.9,33059
-525.4499705,-7.562833488,4.9,33072
-765.3005619,423.4074572,4.1,33095
-336.8638765,470.1190758,4.4,33096
-330.0208424,474.4565832,4.1,33099
-562.7093024,55.49785162,4.2,33108
-503.8215444,-89.7530386,4.6,33109
-354.6926663,285.8306186,4,33111
-987.5719624,25.58017209,4.1,33112
-1101.549947,209.0901023,4.2,33120
-399.5604473,362.682353,4.1,33122
-289.2423973,504.2630446,4.1,33128
-561.252638,491.028086,3.7,33151
-775.1192428,183.2874939,4.1,33160
-796.0105561,415.8446237,3.7,33164
-797.612083,450.8783376,4.2,33164
-1082.040922,42.93020186,4.5,33166
-487.566243,-113.1088479,4.3,33166
-609.479451,529.1759079,4.4,33169
-630.0051443,456.4392446,4.5,33173
-531.4191171,495.810466,4,33185
-1067.767733,396.8263218,3.9,33188
-387.498982,349.6698307,3.9,33191
-344.0328936,352.2278479,4,33191
-1086.336744,274.9312409,4.8,33194
-523.4756676,470.341512,4,33200
-1108.996204,140.6909465,3.9,33200
-533.5642706,463.2235511,3.8,33201
-539.5996552,460.5543158,4.8,33202
-631.1462148,355.2307376,3.9,33203
-628.867015,468.67324,4,33205
-542.2834469,465.4479139,5.3,33208
-571.0832321,499.1470102,3.8,33208
-495.4343559,445.3174307,4.2,33216
-527.8613543,474.0117106,3.6,33226
-1036.19106,181.8416581,4.6,33228
-516.4789949,-94.42420046,4.8,33229
-1046.862695,-0.444872558,5.2,33235
-1042.359822,-5.672125116,4.4,33247
-797.3693416,462.6674604,3.7,33249
-1027.42887,360.4579902,4,33255
-1085.038618,390.9317604,4.1,33272
-763.0307072,149.4771795,4,33273
-792.5058386,196.1887981,3.4,33279
-752.8036365,197.3009795,3.9,33280
-749.4200486,134.2402944,4.2,33287
-1128.090626,321.0867688,4.1,33288
-501.4389379,-108.437686,4,33313
-387.007368,500.1479734,4.1,33331
-747.0938997,125.3428432,4.1,33339
-564.7946844,-12.12277721,4.6,33342
-522.8670979,-82.19020511,3.9,33359
-1072.019159,275.9322042,4.8,33364
-320.0820341,459.7757888,4,33365
-812.4926462,232.6683479,3.4,33373
-759.6589973,148.3649981,4.6,33401
-591.949031,-83.63604092,4.8,33401
-567.2725282,-117.8912279,4.6,33412
-760.1476189,227.997186,4.6,33428
-706.3917448,-175.8358786,4.5,33460
-577.6066009,427.6337465,6.9,33467
-566.9590869,422.4064939,4.4,33467
-623.2613003,427.300092,4.8,33467
-613.7137646,423.6298934,4,33467
-604.3267153,414.7324423,5,33467
-600.4794314,424.7420748,4.6,33467
-586.5401174,432.5273446,3.6,33468
-607.840755,416.5119325,4.4,33468
-582.1232936,419.5148223,4.8,33469
-599.2100072,431.5263814,4.1,33470
-635.2797538,398.2721576,4.6,33471
-590.2078811,430.5254181,4.2,33476
-556.8695916,431.4151632,3.9,33482
-540.7777309,426.0766925,4.4,33483
-598.7671827,434.0843986,4.1,33485
-621.0731209,430.0805455,3.5,33485
-563.3009814,428.6347097,3.6,33486
-621.7313146,423.1850209,4.4,33492
-589.3675717,386.2605986,3.8,33494
-567.0924522,453.2139186,3.6,33501
-714.4023121,100.42998,3.8,33501
-598.7592416,440.9799232,3.6,33502
-601.4430915,436.0863251,3.6,33503
-637.6002466,-107.2142865,3.5,33511
-382.7843041,-184.0660209,5.6,33514
-369.220376,9.23110558,3.9,33517
-601.0046118,427.7449646,3.9,33521
-879.3805965,247.7940149,3.1,33528
-777.8197672,142.0255642,3.6,33528
-598.2045954,445.2062125,3.9,33529
-615.3424552,432.9722172,3.4,33529
-631.0103802,430.6366362,3.6,33529
-599.5775619,423.296239,3.5,33531
-726.739094,380.1436009,3.7,33534
-604.4925467,421.7391851,3.9,33535
-530.6270169,338.1031442,3.5,33541
-412.4692087,477.1258186,3,33545
-609.3719875,422.0728395,3.9,33576
-562.2127792,431.5263814,4.6,33592
-566.6642195,428.5234916,4.6,33595
-556.8575752,434.5292711,3.4,33597
-618.4265544,422.4064939,3.3,33614
-620.6723321,461.8889334,3.5,33630
-1090.759705,352.0054116,4,33648
